Special Wall	85	Burn	0	0	0	0	0	Special Wall	100	Healthy	0	0	0	0	0	N	6	N	30	65	30	65	25	70	25	70	75	20	75	20	20	55	20	55	Attack	Pure Cripple
Special Wall	100	Healthy	0	0	0	0	0	Special Wall	85	Burn	0	0	0	0	0	N	6	Y	75	5	75	5	20	55	20	55	30	50	30	50	25	70	25	70	Attack	MDM
Special Wall	5	Burn	0	0	0	0	0	Special Wall	90	Toxic	0	0	0	0	0	N	6	N	30	60	30	60	25	70	25	70	75	15	75	15	20	55	20	55	Swap	SRP
Special Wall	90	Toxic	0	0	0	0	0	Special Wall	5	Burn	0	0	0	0	0	N	6	Y	75	0	75	0	20	55	20	55	30	0	30	0	25	70	25	70	Attack	MDM
Physical Wall	55	Toxic	0	0	0	0	0	Special Wall	80	Toxic	0	0	0	0	0	N	6	N	0	80	0	80	0	100	0	100	20	55	20	55	20	30	20	30	Attack	Recovery
Special Wall	80	Toxic	0	0	0	0	0	Physical Wall	55	Toxic	0	0	0	0	0	N	6	Y	20	30	20	30	20	30	20	30	0	55	0	55	0	100	0	100	Swap	Special Attacker
Physical Wall	100	Toxic	0	0	0	0	0	Special Attacker	85	Healthy	0	0	0	0	0	N	6	N	95	0	0	85	0	80	0	80	20	65	5	80	2	2	10	0	Attack	MDM
Special Attacker	85	Healthy	0	0	0	0	0	Physical Wall	100	Toxic	0	0	0	0	0	N	6	Y	20	80	5	90	2	2	10	0	95	2	0	100	0	80	0	80	Attack	MDM
Special Attacker	85	Healthy	0	0	0	0	0	Physical Wall	100	Toxic	0	0	0	0	0	Y	6	Y	20	80	5	90	2	2	10	0	95	2	0	100	0	80	0	80	Swap	Special Sweeper
Physical Wall	45	Toxic	0	0	0	0	0	Special Sweeper	85	Healthy	0	0	0	0	0	N	6	N	100	0	0	85	0	80	0	80	25	55	15	65	5	2	15	0	Attack	MDM
Special Sweeper	85	Healthy	0	0	0	0	0	Physical Wall	45	Toxic	0	0	0	0	0	N	5	Y	25	15	15	25	5	2	15	0	100	0	0	45	0	80	0	80	Attack	MDM
Special Sweeper	85	Healthy	0	0	0	0	0	Physical Wall	45	Toxic	0	0	0	0	0	Y	5	Y	25	15	15	25	5	2	15	0	100	0	0	45	0	80	0	80	Swap	Special Wall
Physical Wall	10	Toxic	0	0	0	0	0	Special Wall	70	Toxic	0	1	0	0	0	N	6	N	0	65	0	65	0	100	0	100	20	45	20	45	20	0	20	0	Swap	Special Wall
Special Wall	70	Toxic	0	1	0	0	0	Physical Wall	10	Toxic	0	0	0	0	0	N	4	Y	20	0	20	0	20	0	20	0	0	10	0	10	0	100	0	100	Swap	Physical Attacker
Special Wall	90	Healthy	0	0	0	0	0	Physical Attacker	85	Healthy	0	0	0	0	0	N	6	N	45	40	45	40	5	90	5	90	95	0	30	55	0	60	25	35	Swap	SRP
Physical Attacker	85	Healthy	0	0	0	0	0	Special Wall	90	Healthy	0	0	0	0	0	N	4	Y	95	0	30	60	0	60	25	35	45	45	45	45	5	90	5	90	Attack	MDM
Physical Wall	50	Healthy	0	0	0	0	0	Physical Attacker	85	Healthy	0	0	0	0	0	N	6	N	0	85	0	85	0	100	0	100	25	60	25	60	25	20	25	20	Attack	Recovery
Physical Attacker	85	Healthy	0	0	0	0	0	Physical Wall	50	Healthy	0	0	0	0	0	N	4	Y	25	20	25	20	25	20	25	20	0	50	0	50	0	100	0	100	Attack	MDM
Physical Attacker	85	Healthy	0	0	0	0	0	Physical Wall	50	Healthy	0	0	0	0	0	Y	4	Y	25	20	25	20	25	20	25	20	0	50	0	50	0	100	0	100	Swap	Special Wall
Special Wall	100	Healthy	0	0	0	0	0	Physical Wall	95	Healthy	0	0	0	0	0	N	4	N	10	85	10	85	10	85	10	85	0	95	0	95	0	100	0	100	Swap	Special Attacker
Special Wall	100	Healthy	0	0	0	0	0	Physical Wall	95	Healthy	0	0	0	0	0	Y	4	N	10	85	10	85	10	85	10	85	0	95	0	95	0	100	0	100	Swap	Special Wall
Special Wall	55	Toxic	0	0	0	0	0	Physical Wall	95	Healthy	0	0	0	0	0	N	3	Y	35	60	35	60	20	0	20	0	0	95	0	95	0	100	0	100	Swap	Special Wall
Physical Wall	85	Healthy	-1	0	0	0	0	Special Wall	50	Toxic	0	0	0	0	0	N	6	N	0	50	0	50	0	100	0	100	35	10	35	10	20	0	20	0	Swap	Special Wall
Special Wall	50	Toxic	0	0	0	0	0	Physical Wall	85	Healthy	-1	0	0	0	0	N	3	Y	35	45	35	45	20	0	20	0	0	85	0	85	0	100	0	100	Attack	Recovery
Special Wall	65	Healthy	0	0	0	0	0	Special Wall	85	Toxic	0	0	0	0	0	N	6	N	25	60	25	60	5	90	5	90	20	60	20	60	20	0	20	0	Attack	MDM
Special Wall	85	Toxic	0	0	0	0	0	Special Wall	65	Healthy	0	0	0	0	0	N	3	Y	20	45	20	45	20	0	20	0	25	40	25	40	5	90	5	90	Swap	SRP
Special Wall	75	Healthy	0	0	0	0	0	Special Wall	70	Healthy	0	0	0	0	0	N	6	Y	5	60	5	60	5	60	5	60	30	35	10	55	5	75	10	75	Swap	Special Wall
Special Wall	75	Healthy	0	0	0	0	0	Special Wall	70	Healthy	0	0	0	0	0	Y	6	Y	5	60	5	60	5	60	5	60	30	35	10	55	5	75	10	75	Swap	Special Attacker
Special Attacker	60	Healthy	0	0	0	0	0	Special Wall	75	Healthy	0	0	0	0	0	N	5	Y	60	10	15	55	25	45	65	5	65	5	20	50	5	75	10	75	Attack	MDM
Special Wall	75	Healthy	0	0	0	0	0	Special Attacker	60	Healthy	0	0	0	0	0	Y	3	N	65	0	20	35	5	75	10	75	60	0	15	40	25	45	65	5	Swap	Special Wall
Special Attacker	60	Healthy	0	0	0	0	0	Special Wall	75	Toxic	0	0	0	0	0	N	5	N	100	0	100	0	65	5	65	5	35	35	20	50	5	75	35	45	Attack	MDM
Special Wall	75	Toxic	0	0	0	0	0	Special Attacker	60	Healthy	0	0	0	0	0	N	2	Y	35	20	20	40	5	75	35	45	100	0	100	0	65	5	65	5	Attack	Offensive Setup
Special Attacker	60	Healthy	0	0	0	0	0	Special Wall	15	Toxic	2	0	0	0	0	N	5	N	100	0	100	0	65	5	65	5	75	0	40	0	15	65	70	10	Swap	Physical Wall
Special Wall	15	Toxic	2	0	0	0	0	Special Attacker	60	Healthy	0	0	0	0	0	N	2	Y	75	0	40	15	15	65	70	10	100	0	100	0	65	5	65	5	Attack	Recovery
Physical Wall	10	Toxic	0	0	0	0	0	Special Wall	55	Toxic	2	0	0	0	0	Y	5	N	0	50	0	50	0	100	0	100	40	10	40	10	40	0	40	0	Swap	Special Wall
Special Wall	55	Toxic	2	0	0	0	0	Physical Wall	10	Toxic	0	0	0	0	0	N	2	Y	40	0	40	0	40	0	40	0	0	10	0	10	0	100	0	100	Attack	MDM
Special Wall	60	Healthy	0	0	0	0	0	Special Wall	35	Toxic	2	0	0	0	0	N	4	N	25	5	25	5	25	5	25	5	45	0	35	0	40	15	75	0	Attack	MDM
Special Wall	35	Toxic	2	0	0	0	0	Special Wall	60	Healthy	0	0	0	0	0	N	2	Y	45	15	35	20	40	15	75	0	25	35	25	35	25	5	25	5	Attack	MDM2
Special Wall	35	Toxic	2	0	0	0	0	Special Wall	60	Healthy	0	0	0	0	0	Y	2	Y	45	15	35	20	40	15	75	0	25	35	25	35	25	5	25	5	Swap	Physical Attacker
Special Wall	10	Healthy	-1	0	0	0	0	Physical Attacker	60	Healthy	0	0	0	0	0	Y	4	N	45	15	45	15	45	15	45	15	95	0	30	30	0	85	25	55	Swap	SRP
Physical Attacker	60	Healthy	0	0	0	0	0	Special Wall	10	Healthy	-1	0	0	0	0	N	1	Y	95	0	30	0	0	85	25	55	45	0	45	0	45	15	45	15	Attack	MDM
Physical Wall	70	Healthy	0	0	0	0	0	Physical Attacker	60	Healthy	0	0	0	0	0	N	3	N	0	60	0	60	0	100	0	100	25	35	25	35	25	45	25	45	Attack	Pure Cripple
Physical Attacker	60	Healthy	0	0	0	0	0	Physical Wall	70	Healthy	0	0	0	0	0	N	1	Y	25	45	25	45	25	45	25	45	0	70	0	70	0	100	0	100	Attack	MDM
Physical Wall	55	Healthy	0	0	0	0	0	Physical Attacker	55	Toxic	0	0	0	0	0	N	3	N	0	55	0	55	0	100	0	100	25	30	25	30	25	25	25	25	Attack	Recovery
Physical Attacker	55	Toxic	0	0	0	0	0	Physical Wall	55	Healthy	0	0	0	0	0	N	1	Y	25	25	25	25	25	25	25	25	0	55	0	55	0	100	0	100	Attack	MDM
Physical Wall	85	Healthy	0	0	0	0	0	Physical Attacker	45	Toxic	0	0	0	0	0	N	3	N	0	40	0	40	0	100	0	100	25	15	25	15	25	60	25	60	Swap	Physical Wall
Physical Attacker	45	Toxic	0	0	0	0	0	Physical Wall	85	Healthy	0	0	0	0	0	N	1	Y	25	60	25	60	25	60	25	60	0	85	0	85	0	100	0	100	Attack	MDM
Special Sweeper	100	Healthy	0	0	0	0	0	Special Attacker	100	Healthy	0	0	0	0	0	N	6	N	55	40	30	70	20	75	25	75	100	0	100	0	10	85	10	85	Swap	SDP
Special Attacker	100	Healthy	0	0	0	0	0	Special Sweeper	100	Healthy	0	0	0	0	0	N	6	Y	100	0	100	0	10	85	10	85	55	40	30	70	20	75	25	75	Attack	MDM
Special Attacker	100	Healthy	0	0	0	0	0	Special Sweeper	100	Healthy	0	0	0	0	0	Y	6	Y	100	0	100	0	10	85	10	85	55	40	30	70	20	75	25	75	Swap	Physical Attacker
Special Attacker	100	Healthy	0	0	0	0	0	Physical Attacker	100	Healthy	0	0	0	0	0	N	6	N	90	5	55	40	25	70	35	65	90	5	10	85	20	75	55	40	Swap	Physical Wall
Physical Attacker	100	Healthy	0	0	0	0	0	Special Attacker	100	Healthy	0	0	0	0	0	N	6	Y	90	5	10	85	20	75	55	40	90	5	55	40	25	70	35	65	Attack	MDM
Physical Wall	25	Healthy	0	0	0	0	0	Physical Attacker	80	Healthy	0	0	0	0	0	Y	6	N	0	80	0	80	0	100	0	100	25	50	5	70	20	75	55	40	Swap	Special Sweeper
Physical Attacker	80	Healthy	0	0	0	0	0	Physical Wall	25	Healthy	0	0	0	0	0	N	6	Y	25	0	5	15	20	75	55	40	0	25	0	25	0	100	0	100	Attack	MDM
Physical Attacker	65	Healthy	0	0	0	0	0	Special Sweeper	100	Healthy	0	0	0	0	0	N	6	N	65	35	50	45	0	100	100	0	75	25	40	60	20	75	25	75	Swap	SDP
Special Sweeper	80	Healthy	0	0	0	0	0	Special Attacker	100	Healthy	0	0	0	0	0	N	5	N	55	40	30	70	20	75	25	75	100	0	100	0	10	85	10	85	Attack	MDM
Special Attacker	100	Healthy	0	0	0	0	0	Special Sweeper	80	Healthy	0	0	0	0	0	N	6	Y	100	0	100	0	10	85	10	85	55	25	30	50	20	75	25	75	Attack	MDM
Special Sweeper	85	Healthy	0	0	0	0	0	Special Attacker	50	Burn	0	0	0	0	0	N	5	N	55	0	30	20	20	75	25	75	100	0	100	0	10	85	10	85	Attack	MDM
Special Attacker	50	Burn	0	0	0	0	0	Special Sweeper	85	Healthy	0	0	0	0	0	N	6	Y	100	0	100	0	10	85	10	85	55	30	30	55	20	75	25	75	Attack	MDM
Special Sweeper	80	Healthy	1	0	0	0	0	Special Attacker	2	Burn	0	0	0	0	0	N	5	N	55	0	30	0	20	75	25	75	100	0	100	0	10	85	10	85	Attack	MDM
Special Attacker	2	Burn	0	0	0	0	0	Special Sweeper	80	Healthy	1	0	0	0	0	N	6	Y	100	0	100	0	10	85	10	85	55	25	30	50	20	75	25	75	Attack	MDM
Special Attacker	2	Burn	0	0	0	0	0	Special Sweeper	80	Healthy	1	0	0	0	0	Y	6	Y	100	0	100	0	10	85	10	85	55	25	30	50	20	75	25	75	Swap	Special Attacker
Special Sweeper	75	Healthy	1	0	0	0	0	Special Attacker	75	Healthy	0	0	0	0	0	N	5	Y	100	0	100	0	25	75	25	75	80	0	80	0	15	85	15	85	Attack	MDM
Special Attacker	75	Healthy	0	0	0	0	0	Special Sweeper	75	Healthy	1	0	0	0	0	Y	6	N	80	0	80	0	15	85	15	85	100	0	100	0	25	75	25	75	Swap	Special Attacker
Special Sweeper	75	Healthy	1	0	0	0	0	Special Attacker	2	Burn	0	0	0	0	0	N	5	N	55	0	30	0	20	75	25	75	100	0	100	0	10	85	10	85	Swap	SDP
Special Attacker	2	Burn	0	0	0	0	0	Special Sweeper	75	Healthy	1	0	0	0	0	N	5	Y	100	0	100	0	10	85	10	85	55	20	30	45	20	75	25	75	Attack	MDM
Special Attacker	90	Healthy	0	0	0	0	0	Special Attacker	30	Burn	0	0	0	0	0	N	5	N	70	0	0	30	25	70	35	65	25	2	25	2	10	85	10	85	Attack	Offensive Cripple
Special Attacker	30	Burn	0	0	0	0	0	Special Attacker	90	Healthy	0	0	0	0	0	N	5	Y	25	60	25	60	10	85	10	85	70	15	0	90	25	70	35	65	Attack	MDM
Special Attacker	30	Burn	0	0	0	0	0	Special Attacker	90	Healthy	0	0	0	0	0	Y	5	Y	25	60	25	60	10	85	10	85	70	15	0	90	25	70	35	65	Swap	Physical Attacker
Special Attacker	100	Healthy	0	0	0	0	0	Special Attacker	100	Healthy	0	0	0	0	0	N	6	N	100	0	55	40	0	100	100	0	100	0	55	40	0	100	70	25	Attack	MDM
Special Attacker	100	Healthy	0	0	0	0	0	Special Attacker	100	Healthy	0	0	0	0	0	N	6	N	100	0	55	40	0	100	70	25	100	0	55	40	0	100	100	0	Swap	SDP
Special Attacker	100	Healthy	0	0	0	0	0	Special Sweeper	70	Healthy	0	0	0	0	0	N	6	N	35	30	30	40	0	100	100	0	95	0	90	0	30	70	55	40	Swap	Physical Wall
Special Sweeper	70	Healthy	0	0	0	0	0	Special Attacker	100	Healthy	0	0	0	0	0	N	6	Y	95	2	90	5	30	70	55	40	35	60	30	65	0	100	100	0	Attack	MDM2
Physical Wall	75	Burn	0	0	0	0	0	Special Sweeper	80	Healthy	0	0	0	0	0	N	6	N	60	15	25	50	5	90	5	90	50	25	20	55	30	70	55	40	Attack	MDM
Physical Wall	75	Burn	0	0	0	0	0	Special Sweeper	80	Healthy	0	0	0	0	0	Y	6	N	60	15	25	50	5	90	5	90	50	25	20	55	30	70	55	40	Swap	Special Attacker
Special Sweeper	80	Healthy	0	0	0	0	0	Physical Wall	75	Burn	0	0	0	0	0	N	6	Y	50	25	20	50	30	70	55	40	60	15	25	50	5	90	5	90	Swap	SRP
Special Wall	90	Healthy	0	0	0	0	0	Special Attacker	100	Healthy	0	0	0	0	0	N	6	N	30	70	30	70	20	75	20	75	10	85	10	85	10	75	10	75	Swap	Special Sweeper
Special Attacker	100	Healthy	0	0	0	0	0	Special Sweeper	85	Healthy	0	0	0	0	0	N	6	N	35	45	30	50	0	100	100	0	95	0	90	0	30	70	55	40	Swap	SDP
Special Sweeper	85	Healthy	0	0	0	0	0	Special Attacker	100	Healthy	0	0	0	0	0	N	6	Y	95	2	90	5	30	70	55	40	35	60	30	65	0	100	100	0	Attack	MDM
Special Attacker	75	Healthy	0	0	0	0	0	Special Sweeper	90	Healthy	0	0	0	0	0	N	6	Y	100	0	100	0	10	75	10	75	55	35	30	60	20	75	45	50	Attack	MDM
Special Attacker	75	Healthy	0	0	0	0	0	Special Sweeper	90	Healthy	0	0	0	0	0	Y	6	Y	100	0	100	0	10	75	10	75	55	35	30	60	20	75	45	50	Swap	Special Attacker
Special Sweeper	90	Healthy	0	0	0	0	0	Special Attacker	75	Healthy	0	0	0	0	0	N	6	N	55	20	30	45	20	75	45	50	100	0	100	0	10	75	10	75	Swap	SDP
Special Attacker	100	Healthy	0	0	0	0	0	Special Attacker	90	Healthy	0	0	0	0	0	N	6	N	100	0	55	30	0	100	100	0	100	0	55	30	0	75	70	5	Attack	MDM
Special Attacker	90	Healthy	0	0	0	0	0	Special Attacker	100	Healthy	0	0	0	0	0	N	6	N	100	0	55	40	0	75	70	5	100	0	55	40	0	100	100	0	Swap	SDP
Special Attacker	100	Healthy	0	0	0	0	0	Special Sweeper	55	Healthy	0	0	0	0	0	N	6	N	35	15	30	20	0	100	100	0	95	0	90	0	30	45	55	20	Swap	Physical Wall
Special Sweeper	55	Healthy	0	0	0	0	0	Special Attacker	100	Healthy	0	0	0	0	0	N	6	Y	95	2	90	5	30	45	55	20	35	60	30	65	0	100	100	0	Attack	MDM2
Physical Wall	55	Burn	0	0	0	0	0	Special Sweeper	60	Healthy	0	0	0	0	0	N	6	N	60	0	25	35	5	85	5	80	50	10	20	35	30	45	55	20	Attack	MDM
Physical Wall	55	Burn	0	0	0	0	0	Special Sweeper	60	Healthy	0	0	0	0	0	Y	6	N	60	0	25	35	5	85	5	80	50	10	20	35	30	45	55	20	Swap	Special Attacker
Special Sweeper	60	Healthy	0	0	0	0	0	Physical Wall	55	Burn	0	0	0	0	0	N	6	Y	50	5	20	30	30	45	55	20	60	0	25	30	5	85	5	80	Swap	SRP
Special Attacker	100	Healthy	0	0	0	0	0	Special Wall	70	Healthy	0	0	0	0	0	N	6	Y	10	55	10	55	10	55	10	55	30	40	30	40	20	75	20	75	Attack	MDM
Special Wall	70	Healthy	0	0	0	0	0	Special Attacker	100	Healthy	0	0	0	0	0	N	6	N	30	70	30	70	20	75	20	75	10	85	10	85	10	55	10	55	Attack	MDM
Special Wall	45	Healthy	0	0	0	0	0	Special Attacker	70	Healthy	0	0	0	0	0	N	6	N	30	35	30	35	20	75	20	75	10	55	10	55	10	30	10	30	Attack	MDM
Special Attacker	35	Healthy	0	0	0	0	0	Special Wall	30	Healthy	0	0	0	0	0	N	6	Y	10	20	10	20	10	20	10	20	30	2	30	2	20	75	20	75	Swap	Special Attacker
Special Wall	30	Healthy	0	0	0	0	0	Special Attacker	35	Healthy	0	0	0	0	0	N	6	N	30	5	30	5	20	75	20	75	10	25	10	25	10	20	10	20	Attack	MDM
Special Attacker	70	Healthy	0	0	0	0	0	Special Wall	15	Healthy	0	0	0	0	0	N	6	Y	10	2	10	2	10	2	10	2	30	0	30	0	20	75	20	75	Attack	MDM
Special Attacker	70	Healthy	0	0	0	0	0	Special Wall	15	Healthy	0	0	0	0	0	Y	6	Y	10	2	10	2	10	2	10	2	30	0	30	0	20	75	20	75	Swap	Special Attacker
Special Wall	15	Healthy	0	0	0	0	0	Special Attacker	70	Healthy	0	0	0	0	0	N	6	N	30	40	30	40	20	75	20	75	10	60	10	60	10	2	10	2	Swap	SDP
Special Attacker	35	Healthy	0	0	0	0	0	Special Attacker	80	Healthy	0	0	0	0	0	N	6	N	100	0	55	20	0	100	100	0	100	0	55	20	0	70	70	2	Attack	MDM
Special Attacker	80	Healthy	0	0	0	0	0	Special Attacker	35	Healthy	0	0	0	0	0	N	6	N	100	0	55	0	0	70	70	2	100	0	55	0	0	100	100	0	Swap	SDP
Special Attacker	35	Healthy	0	0	0	0	0	Special Sweeper	25	Healthy	0	0	0	0	0	N	6	N	35	0	30	0	0	100	100	0	95	0	90	0	30	40	55	15	Swap	SDP
Special Sweeper	25	Healthy	0	0	0	0	0	Special Attacker	35	Healthy	0	0	0	0	0	N	6	Y	95	0	90	0	30	40	55	15	35	0	30	5	0	100	100	0	Attack	MDM2
Special Attacker	60	Healthy	0	0	0	0	0	Special Sweeper	30	Healthy	0	0	0	0	0	N	6	Y	100	0	100	0	10	2	10	2	55	0	30	2	20	75	45	50	Attack	MDM
Special Sweeper	30	Healthy	0	0	0	0	0	Special Attacker	60	Healthy	0	0	0	0	0	N	6	N	55	2	30	30	20	75	45	50	100	0	100	0	10	2	10	2	Attack	MDM
Special Attacker	15	Healthy	0	0	0	0	0	Special Sweeper	20	Healthy	1	0	0	0	0	N	6	Y	100	0	100	0	10	2	10	2	55	0	30	0	20	75	45	50	Attack	MDM
Special Sweeper	20	Healthy	1	0	0	0	0	Special Attacker	15	Healthy	0	0	0	0	0	N	6	N	55	0	30	0	20	75	45	50	100	0	100	0	10	2	10	2	Swap	SHP
Special Attacker	15	Healthy	0	0	0	0	0	Physical Wall	60	Healthy	0	0	0	0	0	N	6	Y	35	20	35	20	10	2	10	2	50	5	50	5	15	40	15	40	Swap	SDP
Special Attacker	35	Healthy	0	0	0	0	0	Physical Wall	60	Healthy	0	0	0	0	0	N	6	Y	100	0	100	0	10	2	10	2	15	40	15	40	15	40	15	40	Attack	Z-Move
Physical Wall	60	Healthy	0	0	0	0	0	Special Attacker	35	Healthy	0	0	0	0	0	N	6	N	15	15	15	15	15	40	15	40	100	0	100	0	10	2	10	2	Swap	SRP
Physical Wall	60	Healthy	0	0	0	0	0	Special Attacker	35	Healthy	0	0	0	0	0	Y	6	N	15	15	15	15	15	40	15	40	100	0	100	0	10	2	10	2	Swap	Special Sweeper
Special Attacker	35	Healthy	0	0	0	0	0	Special Sweeper	15	Healthy	0	0	0	0	0	Y	6	N	35	0	30	0	0	60	100	0	95	0	90	0	30	0	55	0	Swap	Special Attacker
Special Sweeper	15	Healthy	0	0	0	0	0	Special Attacker	35	Healthy	0	0	0	0	0	N	5	Y	95	0	90	0	30	0	55	0	35	0	30	5	0	60	100	0	Attack	MDM
Special Attacker	85	Healthy	0	0	0	0	0	Special Sweeper	15	Healthy	0	0	0	0	0	N	5	Y	30	0	30	0	0	60	70	0	100	0	35	0	30	0	55	0	Attack	MDM
Special Sweeper	15	Healthy	0	0	0	0	0	Special Attacker	85	Healthy	0	0	0	0	0	Y	5	N	100	0	35	50	30	0	55	0	30	50	30	55	0	60	70	0	Swap	Special Wall
Special Attacker	85	Healthy	0	0	0	0	0	Special Wall	85	Healthy	0	0	0	0	0	N	5	Y	30	55	30	55	30	55	30	55	90	0	50	30	10	85	65	30	Swap	Physical Sweeper
Special Wall	85	Healthy	0	0	0	0	0	Special Attacker	85	Healthy	0	0	0	0	0	N	4	N	90	0	50	30	10	85	65	30	30	55	30	55	30	55	30	55	Attack	MDM
